21018,2,8,14,23,25,32,6,"924,046,536",3,"10,000,000",128,"193,330","352,299,530",2021/2/23
21017,9,15,18,29,32,33,2,"879,807,720",6,"8,959,033",116,"255,972","442,443,732",2021/2/21
21016,3,8,9,13,15,18,10,"844,483,666",16,"6,134,153",192,"118,140","447,622,614",2021/2/7
21015,6,14,16,26,28,29,7,"874,580,915",6,"7,672,352",93,"215,512","373,264,066",2021/2/4
21014,4,15,21,25,29,33,6,"860,487,095",3,"10,000,000",96,"270,821","365,029,152",2021/2/2
21013,6,9,12,16,27,31,6,"812,490,648",17,"5,756,403",169,"95,109","403,024,326",2021/1/31
21012,3,6,14,18,20,26,1,"862,128,803",17,"5,854,248",218,"83,269","365,486,356",2021/1/28
21011,5,10,16,23,27,33,14,"907,192,691",18,"5,425,200",228,"41,960","358,439,884",2021/1/26
21010,1,4,11,19,32,33,5,"976,145,268",7,"8,060,622",129,"207,600","394,795,416",2021/1/24
21009,2,4,7,24,25,32,13,"952,228,282",4,"10,000,000",57,"502,273","367,324,734",2021/1/21
21008,1,5,7,14,18,33,7,"906,339,544",4,"8,728,131",86,"216,751","358,122,646",2021/1/19
21007,2,4,12,21,25,32,16,"885,330,100",3,"10,000,000",104,"298,114","389,232,822",2021/1/17
21006,6,8,22,24,25,26,1,"822,318,331",10,"7,377,222",194,"153,171","367,900,704",2021/1/14
21005,7,9,14,26,30,31,4,"806,944,718",14,"6,353,946",76,"311,764","359,757,108",2021/1/12
21004,2,3,7,8,17,22,15,"824,817,771",2,"10,000,000",208,"145,638","396,531,778",2021/1/10
21003,6,9,16,18,22,29,11,"753,939,585",5,"9,406,368",136,"202,498","360,514,540",2021/1/7
21002,6,10,13,25,26,32,11,"718,352,017",10,"7,105,919",185,"142,291","374,374,440",2021/1/5
21001,2,3,13,18,20,31,11,"710,439,245",10,"7,034,106",126,"201,796","411,170,524",2021/1/3
20134,2,9,10,20,22,26,1,"704,501,324",48,"5,382,786",275,"83,517","399,565,532",2020/12/31
20133,3,19,22,23,27,29,7,"893,973,468",3,"10,000,000",99,"283,877","370,330,222",2020/12/29
20132,1,4,11,12,14,23,4,"839,661,890",5,"10,000,000",106,"309,129","425,174,496",2020/12/27
20131,8,19,22,26,27,30,7,"791,358,796",10,"6,733,037",139,"155,848","394,370,394",2020/12/24
20130,8,9,11,14,17,29,16,"793,700,272",9,"7,096,662",160,"147,421","405,085,034",2020/12/22
20129,1,2,5,15,28,33,4,"786,807,887",14,"6,613,195",116,"243,370","428,354,318",2020/12/20
20128,8,10,15,16,23,26,10,"794,699,858",14,"6,055,174",137,"134,785","395,094,864",2020/12/17
20127,1,4,18,19,26,31,7,"824,075,658",9,"6,838,584",183,"113,027","385,288,238",2020/12/15
20126,3,7,12,14,23,28,11,"823,570,698",33,"5,506,107",337,"61,949","423,827,948",2020/12/13
20125,5,12,16,26,30,31,13,"942,641,447",8,"8,008,557",162,"185,713","403,248,064",2020/12/10
20124,16,18,19,20,29,33,12,"916,453,174",3,"10,000,000",53,"485,568","394,367,604",2020/12/8
20123,1,3,18,19,26,29,3,"869,247,735",5,"10,000,000",106,"343,394","442,277,628",2020/12/6
20122,12,15,17,24,26,31,15,"810,048,147",7,"8,506,055",484,"63,384","416,050,434",2020/12/3
20121,2,4,6,21,25,29,3,"777,556,587",5,"9,656,537",91,"319,817","425,615,038",2020/12/1
20120,1,2,3,4,9,10,12,"738,529,199",28,"5,529,239",535,"34,623","470,788,664",2020/11/29
20119,1,9,22,28,32,33,15,"837,777,744",12,"6,880,004",117,"241,026","432,978,556",2020/11/26
20118,11,13,19,26,30,33,5,"835,737,606",4,"10,000,000",114,"262,410","419,968,358",2020/11/24
20117,7,8,9,10,16,27,7,"785,993,086",19,"5,762,819",225,"80,519","460,145,954",2020/11/22
20116,5,6,14,16,19,27,10,"841,135,768",9,"6,979,667",172,"129,484","434,234,564",2020/11/19
20115,1,4,12,20,25,32,2,"837,138,988",2,"10,000,000",114,"291,499","435,736,254",2020/11/17
20114,1,5,11,24,30,32,3,"757,446,327",16,"6,478,657",171,"172,942","476,450,128",2020/11/15
20113,1,3,7,10,22,32,11,"772,385,388",7,"5,279,749",114,"21,472","436,471,868",2020/11/12
20112,2,9,12,17,28,32,5,"802,000,209",14,"6,657,801",263,"110,309","426,910,448",2020/11/10
20111,6,9,17,22,24,26,16,"808,174,858",3,"10,000,000",106,"365,368","459,469,274",2020/11/8
20110,2,6,9,14,22,25,4,"721,987,721",9,"6,744,907",102,"192,453","365,150,166",2020/11/5
20109,6,13,16,20,23,32,13,"723,801,259",23,"5,708,816",133,"153,221","358,593,188",2020/11/3
20108,10,12,15,17,23,32,5,"793,968,638",18,"5,973,588",123,"178,095","398,129,794",2020/11/1
20107,3,9,11,24,25,28,16,"835,776,030",5,"9,250,245",185,"143,589","372,099,740",2020/10/29
20106,2,4,11,15,18,28,10,"802,335,158",14,"5,906,931",123,"129,034","362,151,946",2020/10/27
20105,6,14,19,20,22,24,1,"837,418,291",6,"8,700,739",117,"237,226","399,513,718",2020/10/25
20104,4,8,10,16,27,29,9,"806,356,097",9,"6,582,593",102,"174,550","371,069,028",2020/10/22
20103,4,9,10,22,28,32,8,"812,186,919",13,"6,122,197",136,"134,086","363,566,614",2020/10/20
20102,9,10,19,25,26,29,8,"837,068,374",73,"5,028,416",472,"6,000","385,810,668",2020/10/18
20101,10,17,24,25,28,30,15,"1,196,363,693",7,"8,298,609",109,"264,796","360,073,112",2020/10/15
20100,1,7,15,16,20,23,7,"1,167,865,459",9,"6,279,386",119,"120,950","352,785,364",2020/10/13
20099,5,6,11,12,15,30,12,"1,181,200,651",7,"7,301,898",258,"78,068","390,640,850",2020/10/11
20098,6,8,11,22,25,33,2,"1,171,889,114",7,"8,077,008",172,"156,533","347,585,130",2020/10/8
20097,2,8,21,25,26,30,10,"1,147,656,700",22,"5,489,356",418,"32,194","352,372,566",2020/10/6
20096,1,20,23,26,27,32,15,"1,228,050,661",8,"8,190,972",57,"559,819","356,787,262",2020/9/29
20095,3,9,16,17,20,26,2,"1,197,849,256",6,"7,745,143",283,"72,751","387,062,108",2020/9/27
20094,10,15,17,27,29,31,8,"1,182,554,395",2,"10,000,000",57,"248,955","357,043,412",2020/9/24
20093,4,5,10,13,15,19,15,"1,159,982,996",4,"10,000,000",110,"261,408","364,874,692",2020/9/22
20092,1,6,12,18,22,24,3,"1,113,718,036",6,"8,324,368",160,"155,829","394,714,558",2020/9/20
20091,1,9,11,12,16,19,16,"1,088,865,952",11,"6,771,891",120,"203,029","362,307,424",2020/9/17
20090,2,21,23,26,31,32,6,"1,090,266,240",6,"8,569,539",43,"622,594","357,200,726",2020/9/15
20089,2,14,16,21,29,30,10,"1,061,368,833",11,"7,200,974",113,"267,817","388,734,662",2020/9/13
20088,1,6,12,26,29,30,12,"1,049,789,346",14,"6,377,823",175,"137,782","359,763,320",2020/9/10
20087,11,15,20,23,25,33,10,"1,066,743,130",5,"7,940,558",44,"417,692","351,393,474",2020/9/8
20086,2,4,6,15,24,27,6,"1,051,310,454",7,"7,452,652",117,"183,424","383,150,704",2020/9/6
20085,1,2,5,9,19,24,16,"1,039,096,893",3,"10,000,000",135,"175,949","349,243,256",2020/9/3
20084,3,7,16,17,23,30,7,"997,837,500",15,"5,641,465",265,"45,386","340,223,360",2020/9/1
20083,1,19,25,26,30,31,12,"1,046,377,044",7,"7,916,189",96,"265,798","375,628,538",2020/8/30
20082,2,8,11,17,21,30,9,"1,025,240,399",22,"5,094,481",320,"8,119","339,738,944",2020/8/27
20081,1,5,13,14,27,33,15,"1,129,524,256",11,"7,057,769",108,"261,984","341,884,184",2020/8/25
20080,14,15,18,22,31,33,1,"1,122,276,717",2,"10,000,000",70,"397,581","375,199,530",2020/8/23
20079,5,12,20,21,22,29,14,"1,058,784,536",6,"8,578,055",183,"146,641","347,031,342",2020/8/20
20078,3,11,14,16,21,32,4,"1,029,746,619",1,"10,000,000",76,"347,407","339,766,446",2020/8/18
20077,3,10,16,21,25,27,12,"960,537,693",27,"5,841,121",326,"87,079","376,430,570",2020/8/16
20076,10,15,16,18,20,27,6,"1,033,084,399",8,"6,895,903",82,"231,207","346,015,916",2020/8/13
20075,3,11,13,20,24,30,16,"1,031,374,526",1,"10,000,000",143,"155,685","342,593,198",2020/8/11
20074,4,8,9,13,19,33,12,"974,585,503",5,"8,629,293",107,"211,991","375,478,220",2020/8/9
20073,5,7,11,13,27,29,3,"949,682,723",8,"7,005,129",129,"155,436","344,984,126",2020/8/6
20072,6,8,10,15,17,26,4,"945,569,865",7,"7,525,472",104,"212,479","335,806,408",2020/8/4
20071,9,11,12,13,22,23,8,"931,954,524",12,"6,156,653",133,"130,449","363,190,440",2020/8/2
20070,1,2,4,6,19,21,15,"953,784,945",23,"5,829,067",100,"238,356","343,442,594",2020/7/30
20069,3,9,10,13,18,26,4,"1,016,346,427",7,"7,827,856",99,"249,936","343,151,528",2020/7/28
20068,12,16,21,26,27,32,10,"996,910,195",17,"5,430,373",128,"71,448","376,630,286",2020/7/26
20067,4,7,9,23,27,30,8,"1,061,790,227",10,"6,979,941",140,"176,780","353,153,516",2020/7/23
20066,2,9,13,17,26,28,7,"1,057,341,835",15,"6,006,277",137,"137,720","352,149,702",2020/7/21
20065,9,15,18,21,23,26,8,"1,090,832,907",5,"8,838,315",89,"269,544","381,062,334",2020/7/19
20064,1,3,7,21,27,32,1,"1,063,056,063",1,"10,000,000",77,"351,356","356,057,386",2020/7/16
20063,12,15,16,22,29,32,14,"991,892,696",3,"10,000,000",103,"289,264","357,076,054",2020/7/14
20062,10,14,17,22,26,27,5,"932,509,919",5,"8,901,954",94,"259,438","391,827,962",2020/7/12
20061,8,17,24,26,27,31,4,"903,858,043",1,"10,000,000",91,"281,269","366,447,904",2020/7/9
20060,5,9,14,20,24,30,8,"837,071,557",38,"5,238,209",554,"20,424","356,937,202",2020/7/7
20059,2,4,10,17,22,25,14,"1,002,178,704",4,"10,000,000",190,"147,308","386,807,160",2020/7/5
20058,1,3,11,12,19,26,7,"958,212,978",18,"5,569,985",136,"94,299","356,052,050",2020/7/2
20057,9,14,21,23,26,32,3,"1,019,998,705",3,"10,000,000",113,"193,145","349,147,892",2020/6/30
20056,2,5,8,12,26,31,14,"984,522,456",17,"6,280,167",186,"146,255","380,233,782",2020/6/28
20055,1,5,7,23,28,30,12,"1,009,674,637",14,"5,761,052",198,"67,264","327,140,694",2020/6/25
20054,3,10,19,25,26,31,2,"1,050,374,135",11,"6,596,678",210,"104,544","338,817,016",2020/6/23
20053,2,14,15,16,32,33,1,"1,057,074,616",19,"6,277,278",360,"84,264","381,666,534",2020/6/21
